games,event,team,pos,medal,as,athlete_id,noc,discipline,nationality
1912 Summer Olympics,"Doubles, Covered Courts, Mixed (Olympic)",Helen Aitchison,2,Silver,Roper Barrett,76,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=9,,Roper Barrett,76,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Arthur Wentworth Gore,4,,Roper Barrett,76,GBR,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Jeremy Bates,77,GBR,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Andrew Castle,=17,,Jeremy Bates,77,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=16,,Alfred Beamish,78,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Charles Dixon,3,Bronze,Alfred Beamish,78,GBR,Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,=9,,Alfred Beamish,78,GBR,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Geraldine Beamish,=8,,Alfred Beamish,78,GBR,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Gordon Lowe,=17,,Alfred Beamish,78,GBR,Tennis,
1896 Summer Olympics,"Singles, Men (Olympic)",,1.0,Gold,John Pius Boland,79,GBR,Tennis,
1896 Summer Olympics,"Doubles, Men (Olympic)",Fritz Traun,1.0,Gold,John Pius Boland,79,GBR,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Tim Henman,2.0,Silver,Neil Broad,80,GBR,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=5,,George Caridia,81,GBR,Tennis,
1908 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,2,Silver,George Caridia,81,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",George Simond,2,Silver,George Caridia,81,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=5,,George Caridia,81,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Theodore Mavrogordato,=7,,George Caridia,81,GBR,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Andrew Castle,82,GBR,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Jeremy Bates,=17,,Andrew Castle,82,GBR,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Andrew Castle,82,GBR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Chris Wilkinson,=17,,Andrew Castle,82,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Charles Dixon,3.0,Bronze,Clement Cazalet,83,GBR,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Xinhua Chen,84,GBR,Table Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Alan Cooke,85,GBR,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Carl Prean,=13,,Alan Cooke,85,GBR,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Carl Prean,=9,,Alan Cooke,85,GBR,Table Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=9,,Walter Crawley,86,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Kenneth Powell,=4,,Walter Crawley,86,GBR,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=5,,Charles Dixon,87,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Clement Cazalet,3,Bronze,Charles Dixon,87,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Mixed (Olympic)",Edith Hannam,1,Gold,Charles Dixon,87,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,2,Silver,Charles Dixon,87,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Alfred Beamish,3,Bronze,Charles Dixon,87,GBR,Tennis,
1900 Summer Olympics,"Singles, Men (Olympic)",,1,Gold,Laurie Doherty,88,GBR,Tennis,
1900 Summer Olympics,"Doubles, Mixed (Olympic)",Marion Jones,=3,Bronze,Laurie Doherty,88,GBR,Tennis,
1900 Summer Olympics,"Doubles, Men (Olympic)",Reggie Doherty,1,Gold,Laurie Doherty,88,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",Marion Jones,=3,,Laurie Doherty,88,GBR,Tennis,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=3,,Laurie Doherty,88,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Arthur Norris,=5,,Laurie Doherty,88,GBR,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,DNS,,Laurie Doherty,88,GBR,Tennis,
1900 Summer Olympics,"Singles, Men (Olympic)",,=3,Bronze,Reggie Doherty,89,GBR,Tennis,
1900 Summer Olympics,"Doubles, Mixed (Olympic)",Charlotte Cooper,1,Gold,Reggie Doherty,89,GBR,Tennis,
1900 Summer Olympics,"Doubles, Men (Olympic)",Laurie Doherty,1,Gold,Reggie Doherty,89,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",Hedwig Rosenbaum,=9,,Reggie Doherty,89,GBR,Tennis,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,2,,Reggie Doherty,89,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",André Prévost,=5,,Reggie Doherty,89,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",George Hillyard,1,Gold,Reggie Doherty,89,GBR,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=9,,Desmond Douglas,90,GBR,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Sky Andrew,=9,,Desmond Douglas,90,GBR,Table Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,3,Bronze,Wilberforce Eaves,91,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",George Ball-Greene,DNS,,Wilberforce Eaves,91,GBR,Tennis,
1908 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,4,,Wilberforce Eaves,91,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",George Hillyard,5,,Wilberforce Eaves,91,GBR,Tennis,
1908 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,7.0,,Lionel Escombe,92,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Josiah Ritchie,4.0,,Lionel Escombe,92,GBR,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Anne Gibson,93,GBR,Badminton,
1924 Summer Olympics,"Singles, Men (Olympic)",,=9,,Brian Gilbert,94,GBR,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Kitty McKane,4,,Brian Gilbert,94,GBR,Tennis,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Phyllis Covell,=5,,Leslie Godfree,95,GBR,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Max Woosnam,=29,,Leslie Godfree,95,GBR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Chris Hunt,=9,,Andy Goode,96,GBR,Badminton,
1908 Summer Olympics,"Singles, Men (Olympic)",,DNS,,Arthur Wentworth Gore,97,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Roper Barrett,DNS,,Arthur Wentworth Gore,97,GBR,Tennis,
1908 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,1,Gold,Arthur Wentworth Gore,97,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Roper Barrett,1,Gold,Arthur Wentworth Gore,97,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=9,,Arthur Wentworth Gore,97,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Roper Barrett,4,,Arthur Wentworth Gore,97,GBR,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic (non-medal))",,4,,Darren Hall,98,GBR,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Darren Hall,98,GBR,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Darren Hall,98,GBR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Peter Knowles,=17,,Darren Hall,98,GBR,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Tim Henman,99,GBR,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Neil Broad,2,Silver,Tim Henman,99,GBR,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Tim Henman,99,GBR,Tennis,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Tim Henman,99,GBR,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,DNS,,George Hillyard,100,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Reggie Doherty,1,Gold,George Hillyard,100,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Wilberforce Eaves,5,,George Hillyard,100,GBR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Andy Goode,=9,,Chris Hunt,101,GBR,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Jo Muggeridge,=17,,Chris Hunt,101,GBR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Simon Archer,=5,,Chris Hunt,101,GBR,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Donna Kellogg,=17,,Chris Hunt,101,GBR,Badminton,
1924 Summer Olympics,"Singles, Men (Olympic)",,=9,,Algernon Kingscote,102,GBR,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Patrick Wheatley,=29,,Algernon Kingscote,102,GBR,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Peter Knowles,103,GBR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Darren Hall,=17,,Peter Knowles,103,GBR,Badminton,
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Peter Knowles,103,GBR,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Julian Robertson,=9,,Peter Knowles,103,GBR,Badminton,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=5,,Arthur Lowe,104,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Gordon Lowe,=5,,Arthur Lowe,104,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,4,,Gordon Lowe,105,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Arthur Lowe,=5,,Gordon Lowe,105,GBR,Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,=5,,Gordon Lowe,105,GBR,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Dorothy Holman,=14,,Gordon Lowe,105,GBR,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Alfred Beamish,=17,,Gordon Lowe,105,GBR,Tennis,
1900 Summer Olympics,"Singles, Men (Olympic)",,2,Silver,Harold Mahony,106,GBR,Tennis,
1900 Summer Olympics,"Doubles, Mixed (Olympic)",Yvonne Prévost,2,Silver,Harold Mahony,106,GBR,Tennis,
1900 Summer Olympics,"Doubles, Men (Olympic)",Arthur Norris,=3,Bronze,Harold Mahony,106,GBR,Tennis,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=3,,Harold Mahony,106,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Charles Sands,=5,,Harold Mahony,106,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Mixed (Olympic)",Mabel Parton,=5,,Theodore Mavrogordato,107,GBR,Tennis,
1912 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,=9,,Theodore Mavrogordato,107,GBR,Tennis,
1912 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",George Caridia,=7,,Theodore Mavrogordato,107,GBR,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Anders Nielsen,108,GBR,Badminton,
1900 Summer Olympics,"Singles, Men (Olympic)",,=3,Bronze,Arthur Norris,109,GBR,Tennis,
1900 Summer Olympics,"Doubles, Men (Olympic)",Harold Mahony,=3,Bronze,Arthur Norris,109,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",B. Hogg,=9,,Arthur Norris,109,GBR,Tennis,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,Arthur Norris,109,GBR,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Laurie Doherty,=5,,Arthur Norris,109,GBR,Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,=9,,James Parke,110,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Josiah Ritchie,2,Silver,James Parke,110,GBR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Dave Wright,=9,,Nick Ponting,111,GBR,Badminton,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Joanne Wright,=9,,Nick Ponting,111,GBR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Julian Robertson,=17,,Nick Ponting,111,GBR,Badminton,
1988 Summer Olympics,"Singles, Men (Olympic)",,=25,,Carl Prean,112,GBR,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Alan Cooke,=13,,Carl Prean,112,GBR,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Carl Prean,112,GBR,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Alan Cooke,=9,,Carl Prean,112,GBR,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Carl Prean,112,GBR,Table Tennis,
1908 Summer Olympics,"Singles, Men (Olympic)",,1.0,Gold,Josiah Ritchie,113,GBR,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",James Parke,2.0,Silver,Josiah Ritchie,113,GBR,Tennis,
1908 Summer Olympics,"Singles, Covered Courts, Men (Olympic)",,3.0,Bronze,Josiah Ritchie,113,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",Lionel Escombe,4.0,,Josiah Ritchie,113,GBR,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Julian Robertson,114,GBR,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Nick Ponting,=17,,Julian Robertson,114,GBR,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Peter Knowles,=9,,Julian Robertson,114,GBR,Badminton,
1996 Summer Olympics,"Singles, Men (Olympic)",,=9,,Greg Rusedski,115,GBR,Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Greg Rusedski,115,GBR,Tennis,
1908 Summer Olympics,"Doubles, Covered Courts, Men (Olympic)",George Caridia,2.0,Silver,George Simond,116,GBR,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Matthew Syed,117,GBR,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Matthew Syed,117,GBR,Table Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,4,,Noel Turnbull,118,GBR,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Winifred McNair,=14,,Noel Turnbull,118,GBR,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Max Woosnam,1,Gold,Noel Turnbull,118,GBR,Tennis,
1900 Summer Olympics,"Singles, Men (Olympic)",,=5,,Archibald Warden,119,FRA,Tennis,
1900 Summer Olympics,"Doubles, Mixed (Olympic)",Hedwig Rosenbaum,=3,Bronze,Archibald Warden,119,FRA,Tennis,
1900 Summer Olympics,"Doubles, Men (Olympic)",Charles Sands,=5,,Archibald Warden,119,FRA,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Mixed (Olympic (non-medal))",Mme. Gillou,=9,,Archibald Warden,119,FRA,Tennis,
1900 Summer Olympics,"Singles, Handicap, Men (Olympic (non-medal))",,=9,,Archibald Warden,119,FRA,Tennis,
1900 Summer Olympics,"Doubles, Handicap, Men (Olympic (non-medal))",Pierre Verdé-Delisle,2,,Archibald Warden,119,FRA,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=33,,Patrick Wheatley,120,GBR,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Algernon Kingscote,=29,,Patrick Wheatley,120,GBR,Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Chris Wilkinson,121,GBR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Andrew Castle,=17,,Chris Wilkinson,121,GBR,Tennis,
1920 Summer Olympics,"Singles, Men (Olympic)",,=17,,Max Woosnam,122,GBR,Tennis,
1920 Summer Olympics,"Doubles, Mixed (Olympic)",Kitty McKane,2,Silver,Max Woosnam,122,GBR,Tennis,
1920 Summer Olympics,"Doubles, Men (Olympic)",Noel Turnbull,1,Gold,Max Woosnam,122,GBR,Tennis,
1924 Summer Olympics,"Singles, Men (Olympic)",,=17,,Max Woosnam,122,GBR,Tennis,
1924 Summer Olympics,"Doubles, Men (Olympic)",Leslie Godfree,=29,,Max Woosnam,122,GBR,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Nick Ponting,=9,,Dave Wright,123,GBR,Badminton,
1984 Summer Olympics,"Singles, Women (Olympic (non-medal))",,1,,Steffi Graf,124,FRG,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,1,Gold,Steffi Graf,124,FRG,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Claudia Kohde-Kilsch,=3,Bronze,Steffi Graf,124,FRG,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,2,Silver,Steffi Graf,124,GER,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Anke Huber,=9,,Steffi Graf,124,GER,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Sylvia Hanika,125,FRG,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=5,,Anke Huber,126,GER,Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Steffi Graf,=9,,Anke Huber,126,GER,Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=9,,Anke Huber,126,GER,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Claudia Kohde-Kilsch,127,FRG,Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Steffi Graf,=3,Bronze,Claudia Kohde-Kilsch,127,FRG,Tennis,
1912 Summer Olympics,"Singles, Women (Olympic)",,2.0,Silver,Dora Köring,128,GER,Tennis,
1912 Summer Olympics,"Doubles, Mixed (Olympic)",Heinrich Schomburgk,1.0,Gold,Dora Köring,128,GER,Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Olga Nemes,129,FRG,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Katja Nolten,=9,,Olga Nemes,129,FRG,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Olga Nemes,129,GER,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Olga Nemes,129,GER,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Jie Schöpp,=9,,Olga Nemes,129,GER,Table Tennis,
1988 Summer Olympics,"Singles, Women (Olympic)",,=25,,Katja Nolten,130,FRG,Table Tennis,
1988 Summer Olympics,"Doubles, Women (Olympic)",Olga Nemes,=9,,Katja Nolten,130,FRG,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=9,,Barbara Rittner,131,GER,Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Elke Schall,132,GER,Table Tennis,
1992 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=9,,Elke Schall,132,GER,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=9,,Elke Schall,132,GER,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=9,,Elke Schall,132,GER,Table Tennis,
2004 Summer Olympics,"Singles, Women (Olympic)",,=17,,Elke Wosik,132,GER,Table Tennis,
2004 Summer Olympics,"Doubles, Women (Olympic)",Nicole Struse,=17,,Elke Wosik,132,GER,Table Tennis,
2008 Summer Olympics,"Singles, Women (Olympic)",,=33,,Elke Schall,132,GER,Table Tennis,
2008 Summer Olympics,"Team, Women (Olympic)",Germany,=9,,Elke Schall,132,GER,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=17,,Katrin Schmidt,133,GER,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Kerstin Ubben,=9,,Katrin Schmidt,133,GER,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Kerstin Ubben,=9,,Katrin Schmidt,133,GER,Badminton,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Jie Schöpp,134,GER,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Olga Nemes,=9,,Jie Schöpp,134,GER,Table Tennis,
2000 Summer Olympics,"Singles, Women (Olympic)",,=17,,Jie Schöpp,134,GER,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Qianhong Gotsch,=9,,Jie Schöpp,134,GER,Table Tennis,
2004 Summer Olympics,"Singles, Women (Olympic)",,=17,,Jie Schöpp,134,GER,Table Tennis,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Michael Keck,=17,,Karen Stechmann,135,GER,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Björn Siegemund,=17,,Karen Stechmann,135,GER,Badminton,
2000 Summer Olympics,"Doubles, Women (Olympic)",Nicole Grether,=9,,Karen Stechmann,135,GER,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Elke Schall,=9,,Nicole Struse,136,GER,Table Tennis,
1996 Summer Olympics,"Singles, Women (Olympic)",,=5,,Nicole Struse,136,GER,Table Tennis,
1996 Summer Olympics,"Doubles, Women (Olympic)",Elke Schall,=9,,Nicole Struse,136,GER,Table Tennis,
2000 Summer Olympics,"Doubles, Women (Olympic)",Elke Schall,=9,,Nicole Struse,136,GER,Table Tennis,
2004 Summer Olympics,"Singles, Women (Olympic)",,=33,,Nicole Struse,136,GER,Table Tennis,
2004 Summer Olympics,"Doubles, Women (Olympic)",Elke Wosik,=17,,Nicole Struse,136,GER,Table Tennis,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Kerstin Ubben,137,GER,Badminton,
1992 Summer Olympics,"Doubles, Women (Olympic)",Katrin Schmidt,=9,,Kerstin Ubben,137,GER,Badminton,
1996 Summer Olympics,"Doubles, Women (Olympic)",Katrin Schmidt,=9,,Kerstin Ubben,137,GER,Badminton,
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Boris Becker,138,GER,Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Michael Stich,1,Gold,Boris Becker,138,GER,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Georg Böhm,139,FRG,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Jürgen Rebel,=21,,Georg Böhm,139,FRG,Table Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Jörg Roßkopf,=9,,Steffen Fetzner,140,FRG,Table Tennis,
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Steffen Fetzner,140,GER,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Jörg Roßkopf,2,Silver,Steffen Fetzner,140,GER,Table Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",Jörg Roßkopf,4,,Steffen Fetzner,140,GER,Table Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Peter Franz,141,GER,Table Tennis,
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Peter Franz,141,GER,Table Tennis,
1992 Summer Olympics,"Doubles, Men (Olympic)",Stephan Kuhl,=17,,Stefan Frey,142,GER,Badminton,
1908 Summer Olympics,"Singles, Men (Olympic)",,2,Silver,Otto Froitzheim,143,GER,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Heinrich Schomburgk,=7,,Otto Froitzheim,143,GER,Tennis,
1912 Summer Olympics,"Singles, Men (Olympic)",,DNS,,Otto Froitzheim,143,GER,Tennis,
1912 Summer Olympics,"Doubles, Men (Olympic)",Oskar Kreuzer,DNS,,Otto Froitzheim,143,GER,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Marc-Kevin Goellner,144,GER,Tennis,
1996 Summer Olympics,"Doubles, Men (Olympic)",David Prinosil,3,Bronze,Marc-Kevin Goellner,144,GER,Tennis,
1904 Summer Olympics,"Singles, Men (Olympic)",,=9,,Hugo Hardy,145,GER,Tennis,
1904 Summer Olympics,"Singles, Men (Olympic (non-medal))",,=9,,Hugo Hardy,145,GER,Tennis,
1904 Summer Olympics,"Doubles, Men (Olympic)",Paul Gleeson,=9,,Hugo Hardy,145,GER,Tennis,
1904 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Paul Gleeson,=5,,Hugo Hardy,145,GER,Tennis,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Michael Helber,146,GER,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Michael Keck,=9,,Michael Helber,146,GER,Badminton,
2000 Summer Olympics,"Doubles, Men (Olympic)",Björn Siegemund,=17,,Michael Helber,146,GER,Badminton,
1912 Summer Olympics,"Singles, Men (Olympic)",,=5,,Luis Maria Heyden,147,GER,Tennis,
1912 Summer Olympics,"Doubles, Men (Olympic)",Robert Spies,=5,,Luis Maria Heyden,147,GER,Tennis,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Eric Jelen,148,FRG,Tennis,
1988 Summer Olympics,"Doubles, Men (Olympic)",Carl-Uwe Steeb,=17,,Eric Jelen,148,FRG,Tennis,
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Karen Stechmann,=17,,Michael Keck,149,GER,Badminton,
1996 Summer Olympics,"Doubles, Men (Olympic)",Michael Helber,=9,,Michael Keck,149,GER,Badminton,
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Nicol Pitro,=9,,Michael Keck,149,GER,Badminton,
1908 Summer Olympics,"Singles, Men (Olympic)",,=16,,Oskar Kreuzer,150,GER,Tennis,
1908 Summer Olympics,"Doubles, Men (Olympic)",Friedrich-Wilhelm Rahe,=11,,Oskar Kreuzer,150,GER,Tennis,
