Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,Jan•Jacobsen,Jan•Jacobsen,"5 March 1963 in Gødvad, Silkeborg, Midtjylland (DEN)",,Denmark,415,170 cm / 62 kg,Silkeborg Idrætsforening Bueskyttelaug,,,,,,
Competed in Olympic Games,Male,Ole Gammelgaard•Nielsen,Ole Gammelgaard•Nielsen,"20 November 1965 in Silkeborg, Midtjylland (DEN)",,Denmark,416,181 cm / 72 kg,Holstebro Bueskytteforening,,,,,,
Competed in Olympic Games,Male,Jan Christian•Rytter,Jan•Rytter,"5 September 1973 in Aalborg, Nordjylland (DEN)",,Denmark,417,,"Aalborg Bueskyttelaug, Aalborg (DEN)",,,,,,
Competed in Olympic Games,Male,Henrik Kromann•Toft,Henrik Kromann•Toft,"11 July 1968 in Aalborg, Nordjylland (DEN)",,Denmark,418,195 cm / 80 kg,"Aalborg Bueskyttelaug, Aalborg (DEN)",,,,,,
Competed in Olympic Games,Female,Teresa•Fernández Suárez,Teresa•Fernández,"15 October 1949 in Oviedo, Asturias (ESP)",,Spain,419,,,,,,,,
Competed in Olympic Games,Female,Ascensión•Guerra González,Ascensión•Guerra,"28 February 1955 in Madrid, Madrid (ESP)",,Spain,420,171 cm / 63 kg,,,,,,,
Competed in Olympic Games,Female,Montserrat•Martín Moncusí,Montserrat•Martín,"26 July 1966 in Montblanc, Tarragona (ESP)",,Spain,421,156 cm / 56 kg,,,,Montserrat Martin i Moncusí,,,
Competed in Olympic Games,Female,María Teresa•Romero Martínez,María Teresa•Romero,"22 September 1930 in Madrid, Madrid (ESP)",,Spain,422,168 cm,,,,,,,
Competed in Olympic Games,Female,María Teresa•Valdés Estrada,María Teresa•Valdés,"11 April 1961 in Lugones, Asturias (ESP)",1 June 2003,Spain,423,168 cm / 60 kg,,,,,,,
Competed in Olympic Games,Male,Juan Carlos•Holgado Romero,Juan Carlos•Holgado,"16 April 1968 in Dierdorf, Rheinland-Pfalz (GER)",,Spain,424,178 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,Manuel Francisco•Jiménez Taravilla,Manuel•Jiménez,"2 February 1940 in Manzanares, Ciudad Real (ESP)","27 September 2017 in Jerez de la Frontera, Cádiz (ESP)",Spain,425,175 cm / 85 kg,,,,,,,
Competed in Olympic Games,Male,Alfonso•Menéndez Vallín,Alfonso•Menéndez,"31 May 1966 in Avilés, Asturias (ESP)",,Spain,426,,,,,,,,
Competed in Olympic Games,Male,Francisco•Peralta Osorno,Francisco•Peralta,"18 September 1943 in Manzanilla, Huelva (ESP)","18 March 2020 in Huelva, Huelva (ESP)",Spain,427,176 cm / 63 kg,,Paco,,,,,
Competed in Olympic Games,Male,José•Prieto Escaso,José•Prieto,"24 April 1946 in Huelva, Huelva (ESP)",,Spain,428,170 cm / 61 kg,,,,,,,
Competed in Olympic Games,Male,Emilio•Ramos Delgado,Emilio•Ramos,"25 April 1935 in Madrid, Madrid (ESP)",,Spain,429,169 cm,,,,,,,
Competed in Olympic Games,Male,Manuel•Rubio Estrugas,Manuel•Rubio,"13 September 1951 in Barcelona, Barcelona (ESP)",,Spain,430,172 cm / 74 kg,,,,,,,
Competed in Olympic Games,Male,Antonio•Vázquez Megido,Antonio•Vázquez,"26 January 1961 in Levinco, Asturias (ESP)",,Spain,431,188 cm / 76 kg,Arco Oviedo,,,,,,
Competed in Olympic Games,Male,Raul•Kivilo,Raul•Kivilo,"4 October 1970 in Järvakandi, Raplamaa (EST)",,Estonia,432,182 cm / 85 kg,AC Ilves Järvakandi,,,,,,
Competed in Olympic Games,Female,Minna Kaarina•Heinonen (-Koivisto),Minna•Heinonen,"26 August 1967 in Harjavalta, Satakunta (FIN)",,Finland,433,173 cm / 64-66 kg,Harjavallan Jousiampujat,,,,,,
Competed in Olympic Games,Female,Carita Ann-Marie•Jussila,Carita•Jussila,"20 August 1947 in Helsinki, Uusimaa (FIN)","18 March 2011 in Hyvinkää, Uusimaa (FIN)",Finland,434,164 cm / 59 kg,"Hyvinkään Tahko, Hyvinkää (FIN)",,,,,,
Competed in Olympic Games,Female,Päivi Aulikki•Meriluoto-Aaltonen,Päivi•Meriluoto-Aaltonen,"12 December 1952 in Tampere, Pirkanmaa (FIN)",,Finland,435,171 cm / 61 kg,"Arcus, Turku",,,,,,
Competed in Olympic Games,Female,Jutta Anneli•Poikolainen (Vähäoja-),Jutta•Poikolainen,"15 March 1963 in Tampere, Pirkanmaa (FIN)",,Finland,436,176 cm / 63-65 kg,"Amarco, Hyvinkää (FIN)",,,,,,
Competed in Olympic Games,Female,Ulla Margit•Rantala (Rajakisto-),Ulla•Rantala,"1 May 1957 in Tammela, Kanta-Häme (FIN)",,Finland,437,173 cm / 58 kg,Turengin Kiila,,,,,,
Competed in Olympic Games,Male,Ismo Kalevi•Falck,Ismo•Falck,"22 August 1966 in Paltamo, Kainuu (FIN)",,Finland,438,172 cm / 67-74 kg,"Suomussalmen Vastus, Suomussalmi (FIN)",,,,,,
Competed in Olympic Games,Male,Olavi Jaakko•Laurila,Olavi•Laurila,"29 December 1940 in Vaasa, Pohjanmaa (FIN)",,Finland,439,181 cm / 90 kg,Vaasan Jousiampujat,Ollu,,,,,
Competed in Olympic Games,Male,Jari Matti•Lipponen,Jari•Lipponen,"17 October 1972 in Kemi, Lappi (FIN)",,Finland,440,182 cm / 75 kg,Pohjan Jousi,,,,,,
Competed in Olympic Games,Male,Kauko Markus•Laasonen,Kauko•Laasonen,"8 January 1951 in Kesälahti, Pohjois-Karjala (FIN)",,Finland,441,178 cm / 73-75 kg,"Porin Jousiampujat, Pori (FIN)",Kake,,,,,
Competed in Olympic Games,Male,Kyösti Kalevi•Laasonen,Kyösti•Laasonen,"27 September 1945 in Kitee, Pohjois-Karjala (FIN)",,Finland,442,173 cm / 63-65 kg,"Porin Jousiampujat, Pori (FIN)",Kössi,,,,,
Competed in Olympic Games • Other,Male,Tomi Jaakko•Poikolainen,Tomi•Poikolainen,"27 December 1961 in Helsinki, Uusimaa (FIN)",,Finland,443,178 cm / 74-80 kg,"Amarco, Hyvinkää (FIN)",Tomppa,,,,,
Competed in Olympic Games,Male,Jorma Alexander•Sandelin,Jorma•Sandelin,"4 June 1936 in Kristiinankaupunki, Pohjanmaa (FIN)",,Finland,444,183 cm / 73 kg,"Apollo, Vaasa",Santtu,,,,,
Competed in Olympic Games,Male,Markku Juhani•Syrjälä,Markku•Syrjälä,"12 May 1955 in Kurikka, Etelä-Pohjanmaa (FIN)",11 October 2023,Finland,445,186 cm / 65 kg,Tampereen Jousiampujat,,,,,,
Competed in Olympic Games,Male,Tommi Tapani•Tuovila,Tommi•Tuovila,"8 July 1971 in Kuusamo, Pohjois-Pohjanmaa (FIN)",,Finland,446,185 cm / 90 kg,"Robin Hood, Espoo",,,,,,
Competed in Olympic Games,Male,Pentti Olavi Antero•Vikström,Pentti•Vikström,"9 December 1951 in Oulainen, Pohjois-Pohjanmaa (FIN)",,Finland,447,187 cm / 79 kg,"Oulun Jousimiehet, Oulu (FIN)",,,,,,
Competed in Olympic Games,Female,Marie-Josée•Bazin,Marie-Josée•Bazin,"3 May 1952 in Avignon, Vaucluse (FRA)",,France,448,173 cm / 75 kg,Vitrolles,,,,,,
Competed in Olympic Games,Female,Séverine•Bonal,Séverine•Bonal,"13 February 1972 in Montpellier, Hérault (FRA)",,France,449,164 cm / 56 kg,"Arc Club de Nîmes, Nîmes (FRA)",,,,,,
Competed in Olympic Games,Female,Pierrette•Dame,Pierrette•Dame,26 August 1936,,France,450,159 cm,,,,,,,
Competed in Olympic Games,Female,Anna Herrad•Frey,Herrad•Frey,"25 August 1933 in Basel, Basel-Stadt (SUI)","19 November 2022 in Haguenau, Bas-Rhin (FRA)",France,451,169 cm,,,,,,,
Competed in Olympic Games,Female,Christine•Gabillard (-Favre),Christine•Gabillard,"2 January 1970 in Le Perreux-sur-Marne, Val-de-Marne (FRA)",,France,452,168 cm / 64 kg,"Compagnie d'Arc de Villiers sur Marne, Villiers-sur-Marne (FRA)",,,,,,
Competed in Olympic Games,Female,Nathalie•Hibon,Nathalie•Hibon,"24 April 1969 in Meaux, Seine-et-Marne (FRA)",,France,453,168 cm / 58 kg,"Compagnie d'Arc de Villiers sur Marne, Villiers-sur-Marne (FRA)",,,,,,
Competed in Olympic Games,Female,Catherine•Pellen,Catherine•Pellen,"4 December 1956 in Paris, Paris (FRA)",,France,454,175 cm / 73 kg,Dijon,,,,,,
Competed in Olympic Games,Female,Marie-Christine•Ventrillon (-Nungesser),Marie-Christine•Ventrillon,11 March 1949,,France,455,172 cm / 66 kg,,,,,,,
Competed in Olympic Games,Male,Charles•Aubras,Charles•Aubras,,,France,456,,"Les Archers de Compiègne, Compiègne (FRA)",,,,,,
Competed in Olympic Games,Male,"Édouard•Beaudoin, Jr.",Édouard•Beaudoin,,,France,457,,"1ère Compagnie d'Arc de Montreuil-sous-Bois, Montreuil-sous-Bois (FRA)",,,,,,
Competed in Olympic Games,Male,Henri•Berton,Henri•Berton,,,France,458,,"Compagnie d'Arc Saint Pierre Montmartre, Clichy (FRA)",,,,,,
Competed in Olympic Games,Male,Julien Louis•Brulé,Julien•Brulé,"30 April 1875 in Avilly-Saint-Léonard, Oise (FRA)",,France,459,,"Compagnie d'Arc de Nogent-sur-Oise, Nogent-sur-Oise (FRA)",,,,,,
Competed in Olympic Games,Male,Charles Gustave•Cabaret,Gustave•Cabaret,"1 November 1866 in Claye-Souilly, Seine-et-Marne (FRA)","4 April 1918 in Paris Xe, Paris (FRA)",France,460,,"Compagnie d'Arc Saint Pierre Montmartre, Clichy (FRA)",,,,,,
Competed in Olympic Games,Male,Alain•Convard,Alain•Convard,"16 January 1947 in Belleville-sur-Meuse, Meuse (FRA)","6 August 1974 in Houdemont, Meurthe-et-Moselle (FRA)",France,461,189 cm,,,,,,,
Competed in Olympic Games,Male,Albert•Dauchez,Albert•Dauchez,,,France,462,,"Compagnie d'Arc Saint Pierre Montmartre, Clichy (FRA)",,,,,,
Competed in Olympic Games,Male,Jean-Louis S.•de la Croix,Jean-Louis•de la Croix,,,France,463,,"1ère Compagnie d'Arc d'Aubervilliers, Aubervilliers (FRA)",,,,,,
Competed in Olympic Games,Male,Denet,•Denet,,,France,464,,"Compagnie d'Arc de Vic sur Aisne, Vic-sur-Aisne (FRA)",,,,,,
Competed in Olympic Games,Male,Gérard•Douis,Gérard•Douis,29 February 1952,,France,465,178 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Jacques•Doyen,Jacques•Doyen,21 August 1943,,France,466,173 cm,,,,,,,
Competed in Olympic Games,Male,Théodore Léon•Epin,Léon•Epin,"30 October 1858 in Ceintrey, Meurthe-et-Moselle (FRA)","3 July 1928 in Montfermeil, Seine-Saint-Denis (FRA)",France,467,,"1er Compagnie d'Arc de Montfermeil, Montfermeil (FRA)",,,,,,
Competed in Olympic Games,Male,Albert Pascal•Fauvel,Pascal•Fauvel,"8 April 1882 in Béthisy-Saint-Pierre, Oise (FRA)","22 October 1942 in Béthisy-Saint-Pierre, Oise (FRA)",France,468,,"Compagnie d'Arc de Béthisy-Saint-Pierre, Béthisy-Saint-Pierre (FRA)",,,,,,
Competed in Olympic Games,Male,Bruno•Felipe,Bruno•Felipe,"29 March 1964 in Saint-Ouen, Seine-Saint-Denis (FRA)",,France,469,180 cm / 69 kg,"US Montfermeil, Montfermeil (FRA)",,,,,,
Competed in Olympic Games,Male,Émile Léon•Fisseux,Émile•Fisseux,"15 February 1868 in Paris Xe, Paris (FRA)",,France,470,,"Compagnie d'Arc Saint Pierre Montmartre, Clichy (FRA)",,,,,,
Competed in Olympic Games,Male,Sébastien•Flûte,Sébastien•Flûte,"25 March 1972 in Brest, Finistère (FRA)",,France,471,170 cm / 58 kg,Stade Clermontois,Seb,,,,,
Competed in Olympic Games,Male,Claude•Franclet,Claude•Franclet,"23 June 1964 in Paris, Paris (FRA)",,France,472,176 cm / 65 kg,Bonneil,,,,,,
Competed in Olympic Games,Male,Galinard,•Galinard,,,France,473,,"Compagnie d'Arc de Vincennes, Vincennes (FRA)",,,,,,
Competed in Olympic Games,Male,Louis Edouard Albert•Glineur,Louis•Glineur,"10 December 1849 in Dour, Hainaut (BEL)",,Belgium,474,,,,,,,,
Competed in Olympic Games,Male,Eugène François•Grisot,Eugène•Grisot,"19 December 1866 in Frétigney-et-Velloreille, Haute-Saône (FRA)","2 May 1936 in Paris XIIIe, Paris (FRA)",France,475,,"Compagnie d'Ulysse, Paris (FRA)",,,,,,
Competed in Olympic Games,Male,Émile•Grumiaux,Émile•Grumiaux,"11 June 1861 in Hornu, Hainaut (BEL)","18 May 1932 in Liévin, Pas-de-Calais (FRA)",France,476,,,,,,,,
Competed in Olympic Games,Male,Olivier•Heck,Olivier•Heck,"29 June 1966 in Pau, Pyrénées-Atlantiques (FRA)",,France,477,182 cm / 75 kg,Ajaccio,,,,,,
Competed in Olympic Games,Male,Henri Hyacinthe•Helle,Henri•Helle,"4 September 1873 in Thiescourt, Oise (FRA)","21 June 1901 in Thiescourt, Oise (FRA)",France,478,,"Compagnie de Thiescourt, Thiescourt (FRA)",,,,,,
Competed in Olympic Games,Male,"Henri Louis•Hérouin, Sr.",Henri•Hérouin,"19 February 1876 in Congis-sur-Thérouanne, Seine-et-Marne (FRA)",,France,479,,"Compagnie de Couilly, Couilly-Pont-aux-Dames (FRA)",,,,,,
Competed in Olympic Games,Male,Oscar•Jay,Oscar•Jay,,,France,480,,"Compagnie d'Arc Saint Pierre Montmartre, Clichy (FRA)",,,,,,
Competed in Olympic Games,Male,Albert•le Tyrant,Albert•le Tyrant,12 September 1946,,France,481,170 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,Lecomte,•Lecomte,,,France,482,,2ème Compagnie de Champiguy,,,,,,
Competed in Olympic Games,Male,Louis-Henry Gaston Jean•Lemirre,Louis-Henry•Lemirre,"8 April 1929 in Vire, Calvados (FRA)","1 August 2000 in Vire, Calvados (FRA)",France,483,180 cm,"USM Vire, Vaudry (FRA)",,,,,,
Competed in Olympic Games,Male,Paul Louis Eugène Désiré•Leroy,Paul•Leroy,"13 January 1884 in Bellot, Seine-et-Marne (FRA)","9 April 1949 in Melun, Seine-et-Marne (FRA)",France,484,,"Compagnie d'Arc d'Esbly, Esbly (FRA)",,,,,,
Competed in Olympic Games,Male,Damien•Letulle,Damien•Letulle,"3 April 1973 in Bayeux, Calvados (FRA)",,France,485,184 cm / 82 kg,Octeville,,,,,,
Competed in Olympic Games,Male,Philippe•Loyen,Philippe•Loyen,22 November 1962,,France,486,168 cm / 54 kg,,,,,,,
Competed in Olympic Games,Male,François Arthur•Mabillon,Arthur•Mabillon,"13 October 1888 in Claye-Souilly, Seine-et-Marne (FRA)","13 October 1961 in Claye-Souilly, Seine-et-Marne (FRA)",France,487,,"Compagnie d'Arc de Souilly, Claye-Souilly (FRA)",,,,,,
Competed in Olympic Games,Male,Émile•Mercier,Émile•Mercier,,,France,488,,"Compagnie d'Ulysse, Paris (FRA)",,,,,,
Competed in Olympic Games,Male,Eugène•Mougin,Eugène•Mougin,"17 November 1852 in Paris, Paris (FRA)","28 December 1924 in Clichy, Hauts-de-Seine (FRA)",France,489,,"Compagnie d'Arc Saint Pierre Montmartre, Clichy (FRA)",,,,,,
Competed in Olympic Games,Male,Charles-Frédéric•Petit,Frédéric•Petit,"6 May 1857 in Carnières, Nord (FRA)","19 February 1947 in Caudry, Nord (FRA)",France,490,,,,,,,,
Competed in Olympic Games,Male,Alfred•Poupart,Alfred•Poupart,,,France,491,,"Compagnie de Pont-Sainte-Maxence, Pont-Sainte-Maxence (FRA)",,,,,,
Competed in Olympic Games,Male,Léonce Gaston•Quentin,Léonce•Quentin,"16 February 1880 in Chartres, Eure-et-Loir (FRA)","1 December 1957 in Vincennes, Val-de-Marne (FRA)",France,492,,"Compagnie d'Arc de Vincennes, Vincennes (FRA)",,,,,,
Competed in Olympic Games,Male,Charles•Quervel,Charles•Quervel,,,France,493,,"1ère Compagnie d'Arc d'Aubervilliers, Aubervilliers (FRA)",,,,,,
Competed in Olympic Games,Male,Louis Eugène•Richez,Eugène•Richez,"5 August 1864 in Canly, Oise (FRA)",,France,494,,"Compagnie d'Ulysse, Paris (FRA)",,,,,,
Competed in Olympic Games,Male,Louis-Albert•Salingré,Louis-Albert•Salingré,,,France,495,,"Compagnie d'Arc de Soissons, Ressons-le-Long (FRA)",,,,,,
Competed in Olympic Games,Male,Auguste•Serrurier,Auguste•Serrurier,"25 March 1857 in Denain, Nord (FRA)",,France,496,,,,,,,,
Competed in Olympic Games,Male,Michaël•Taupin Bourgeonnier,Michaël•Taupin,"12 March 1972 in Champigny-sur-Marne, Val-de-Marne (FRA)",,France,497,180 cm / 67 kg,Esbly,,,,,,
Competed in Olympic Games,Male,Victor•Thibault,Victor•Thibault,"8 March 1867 in Paris Xe, Paris (FRA)",,France,498,,"Compagnie d'Arc de Villemomble, Villemomble (FRA)",,,,,,
Competed in Olympic Games,Male,Lionel•Torrés,Lionel•Torrés,"16 March 1975 in Perpignan, Pyrénées-Orientales (FRA)",,France,500,186 cm / 79 kg,"Compiegne, Oise",,,,,,
Competed in Olympic Games,Male,Charles•Vallée,Charles•Vallée,"18 November 1861 in Neuilly-Saint-Front, Aisne (FRA)",,France,501,,"Les Archers de Compiègne, Compiègne (FRA)",,,,,,
Competed in Olympic Games,Male,Thierry•Venant,Thierry•Venant,"28 December 1960 in Linselles, Nord (FRA)",,France,502,188 cm / 82 kg,Belfort,,,,,,
Competed in Olympic Games,Male,Pierre Louis•Vernet,Louis•Vernet,"5 May 1870 in Doranges, Puy-de-Dôme (FRA)","19 March 1946 in Choisy-au-Bac, Oise (FRA)",France,503,,"Les Archers de Compiègne, Compiègne (FRA)",,,,,,
Competed in Olympic Games • Other,Female,Khatuna•Kvrivishvili-Lorig,Khatuna•Kvrivishvili-Lorig,"1 January 1974 in Tbilisi, Tbilisi (GEO)",,Georgia Unified Team United States,504,170 cm / 64 kg,,,,"Khatuna Kvrivishvili-Lorigi, ხათუნა ქვრივიშვილი-ლორიგი, Khatuna Dilmanovna Kvrivishvili-Lorig, Хатуна Дилмановна Квривишвили-Лориг",,,
Competed in Olympic Games,Female,Ursula•Büschking (-Dannowski),Ursula•Büschking,"23 September 1941 in Braniewo, Warmińsko-Mazurskie (POL)",,West Germany,505,169 cm / 55 kg,"SV Holtorf, Nienburg/Weser (GER)",,,,,,
Competed in Olympic Games,Female,Manuela•Dachner,Manuela•Dachner,"15 June 1960 in Pforzheim, Baden-Württemberg (GER)",,West Germany,506,171 cm / 68 kg,"Schützenverein Höfen, Höfen an der Enz (GER)",,,,,,
Competed in Olympic Games,Female,Astrid•Hänschen,Astrid•Hänschen,"4 January 1967 in Hamburg, Hamburg (GER)",,Germany,507,170 cm / 63 kg,"Hamburger Bogenschützen Gilde, Hamburg (GER)",,,,,,
Competed in Olympic Games,Female,Doris•Haas,Doris•Haas,"27 December 1964 in Gengenbach, Baden-Württemberg (GER)",,West Germany,508,165 cm / 59 kg,"BS Berghaupten, Berghaupten (GER)",,,,,,
Competed in Olympic Games,Female,Claudia•Kriz,Claudia•Kriz,"18 January 1957 in Heppenheim, Hessen (GER)",,West Germany,509,156 cm / 52 kg,"SSV Laudenbach, Laudenbach (GER)",,,,,,
Competed in Olympic Games,Female,Barbara•Mensing (-Kegelmann),Barbara•Mensing,"23 September 1960 in Herten, Nordrhein-Westfalen (GER)",,Germany,510,170 cm / 70 kg,"BC Gelsenkirchen, Gelsenkirchen (GER)",,,,,,
Competed in Olympic Games,Female,Carla•Nolpa (Kukla-),Carla•Nolpa,"10 March 1946 in Stod, Plzeňský kraj (CZE)",,West Germany,511,172 cm / 58 kg,"CdB Marl, Marl (GER)",,,,,,
Competed in Olympic Games,Female,Christa•Öckl,Christa•Öckl,"30 September 1943 in Ústí nad Labem, Ústecký kraj (CZE)",,West Germany,512,168 cm / 66 kg,"BSC Augsburg, Augsburg (GER)",,,,,,
Competed in Olympic Games,Female,Cornelia•Pfohl (-Griem),Cornelia•Pfohl,"23 February 1971 in Erlabrunn, Breitenbrunn, Sachsen (GER)",,Germany,513,175 cm / 58 kg,"1. Berliner BS, Berlin (GER) / SG Bergmann-Borsig, Berlin (GER)",,,,,,
Competed in Olympic Games,Female,Maria•Urban,Maria•Urban,"20 December 1941 in Bischofshofen, Salzburg (AUT)",,West Germany,514,172 cm / 57 kg,"BC Babenhausen, Babenhausen (GER)",,,,,,
Competed in Olympic Games,Female,Marion•Wagner (-Kuruc),Marion•Wagner,"9 June 1968 in Eslohe (Sauerland), Nordrhein-Westfalen (GER)",,Germany,515,162 cm / 59 kg,"SK Fellbach-Schmiden, Fellbach (GER)",,,,,,
Competed in Olympic Games,Male,Manfred•Barth,Manfred•Barth,"31 August 1945 in Hamburg, Hamburg (GER)",,West Germany,516,176 cm / 62 kg,"Hamburger Bogenschützen Gilde, Hamburg (GER)",,,,,,
Competed in Olympic Games,Male,Willi•Gabriel,Willi•Gabriel,"24 September 1939 in Owiesno, Dolnośląskie (POL)",,West Germany,517,165 cm / 63 kg,"TSV Natternberg, Natternberg (GER)",,,,,,
Competed in Olympic Games,Male,Armin•Garnreiter,Armin•Garnreiter,"24 July 1958 in Burghausen, Bayern (GER)",,West Germany,518,173 cm / 80 kg,"FSG Tacherting, Tacherting (GER)",,,,,,
Competed in Olympic Games,Male,Detlef•Kahlert,Detlef•Kahlert,"1 August 1962 in Schwerte, Nordrhein-Westfalen (GER)",,West Germany,519,184 cm / 92 kg,"SV Holzen, Dortmund (GER)",,,,,,
Competed in Olympic Games,Male,Richard•Krust,Richard•Krust,"4 August 1928 in Wurmberg, Baden-Württemberg (GER)",,West Germany,520,172 cm / 80 kg,"SGi Ludwigsburg, Ludwigsburg (GER)",,,,,,
Competed in Olympic Games,Male,Andreas•Lippoldt,Andreas•Lippoldt,"3 July 1967 in Sindelfingen, Baden-Württemberg (GER)",,Germany,521,189 cm / 77 kg,"SGI Sindelfingen, Sindelfingen (GER)",,,,,,
Competed in Olympic Games,Male,Frank•Marzoch,Frank•Marzoch,"22 October 1965 in Herne, Nordrhein-Westfalen (GER)",,Germany,522,182 cm / 70 kg,"BC Gelsenkirchen, Gelsenkirchen (GER)",,,,,,
Competed in Olympic Games,Male,Siegfried•Ortmann,Siegfried•Ortmann,"17 January 1937 in Ruhla, Thüringen (GER)",,West Germany,523,181 cm / 82 kg,"Kgl. privil. Freihandschützen, Bad Kissingen (GER)",,,,,,
Competed in Olympic Games,Male,Marc Ingo•Rösicke,Marc•Rösicke,"13 May 1971 in Soest, Nordrhein-Westfalen (GER)",,Germany,524,173 cm / 65 kg,"SV Holzen, Dortmund (GER)",,,,,,
Competed in Olympic Games,Male,"Rudolf ""Rudi""•Schiffl",Rudi•Schiffl,"18 August 1941 in Dachau, Bayern (GER)","8 March 2013 in Dachau, Bayern (GER)",West Germany,525,185 cm / 77 kg,"1. Münchner BC, München (GER)",,,,,,
Competed in Olympic Games,Male,Bernhard•Schulkowski,Bernhard•Schulkowski,"9 October 1951 in Hanstedt, Niedersachsen (GER)",,West Germany,526,195 cm / 105 kg,"BS Uelzen-Gerdau, Uelzen (GER)",,,,,,
Competed in Olympic Games,Female,Sandra•Wagner-Sachse,Sandra•Wagner-Sachse,"9 September 1969 in Eslohe (Sauerland), Nordrhein-Westfalen (GER)",,Germany,527,164 cm / 75 kg,"SK Fellbach-Schmiden, Fellbach (GER) / SGi Welzheim, Welzheim (GER)",,,,,,
Competed in Olympic Games,Male,Harry•Wittig,Harry•Wittig,"19 June 1961 in Böblingen, Baden-Württemberg (GER)",,West Germany,528,174 cm / 70 kg,"BS Berghaupten, Berghaupten (GER)",,,,,,
Competed in Olympic Games,Female,Gertrude•Appleyard (Tuppen-),Gertrude•Appleyard,"22 April 1865 in Brighton, England (GBR)","9 June 1917 in Cheltenham, England (GBR)",Great Britain,529,,"Mid Surrey Archery Club, Surbiton (GBR)",,,,,,
Competed in Olympic Games,Female,Ethel Isabel•Armitage (MacLaren-),Ethel•Armitage,"21 June 1873 in Salford, England (GBR)","17 October 1957 in Hereford, England (GBR)",Great Britain,530,,"Hereford Bowmen, Hereford (GBR)",,,,,,
Competed in Olympic Games,Female,"Ellen Mabel Liederskron ""Nellie""•Babington (Horne-)",Nellie•Babington,"12 June 1877 in City of London, England (GBR)","10 September 1956 in Camberley, England (GBR)",Great Britain,531,,"Edinburgh Ladies, Edinburgh (GBR) / East Sheen, East Sheen (GBR)",,,,,,
Competed in Olympic Games,Female,Adelaide Harriet Matilda•Boddam-Whetham (Manning-),Adelaide•Boddam-Whetham,"9 December 1860 in Eden, New South Wales (AUS)","20 September 1954 in Folkestone, England (GBR)",Great Britain,532,,"Folkestone Archery Society, Folkestone (GBR)",,,,,,
Competed in Olympic Games,Female,"Dorothy•Cadman (Sharpe-, -Wingate-Saul)",Dorothy•Cadman,"16 July 1880 in Lancaster, England (GBR)","23 December 1971 in York, England (GBR)",Great Britain,533,,"Lonsdale Archers, Burton in Lonsdale (GBR)",,Lady Wingate-Saul,,,,
Competed in Olympic Games,Female,"Patricia ""Pat""•Conway",Pat•Conway,"16 January 1944 in Birmingham, England (GBR)",,Great Britain,534,167 cm / 44 kg,"Walsall Company of Archers, Walsall (GBR)",,,,,,
Competed in Olympic Games,Female,Doris Elinor•Day (Philips-),Doris•Day,"3 August 1872 in Abbeycwmhir, Wales (GBR)","30 August 1966 in East London, Eastern Cape (RSA)",Great Britain,535,,"Hereford Bowmen, Hereford (GBR)",,,,,,
Competed in Olympic Games,Female,"Charlotte ""Lottie""•Dod",Lottie•Dod,"24 September 1871 in Bebington, England (GBR)","27 June 1960 in Sway, England (GBR)",Great Britain,536,,"Welford Park Archers, Welford (GBR)",The Little Wonder,,,,,
Competed in Olympic Games,Female,Pauline Mary•Edwards,Pauline•Edwards,"23 April 1949 in Dartford, England (GBR)",,Great Britain,537,162 cm / 56 kg,Atkins Archers / Royal Toxophilite Society,,,,,,
Competed in Olympic Games,Female,Lynne Avril•Evans (Thomas-),Lynne•Evans,"5 August 1948 in Pontypridd, Wales (GBR)",,Great Britain,538,173 cm,,,,,,,
Competed in Olympic Games,Female,Rachel Dorothy Mary•Fenwick (Atwell-),Rachel•Fenwick,25 October 1935,,Great Britain,539,165 cm / 49 kg,,,,,,,
Competed in Olympic Games,Female,Joanne Marie•Franks-Edens,Joanne•Franks-Edens,"1 October 1967 in King's Lynn, England (GBR)",,Great Britain,540,172 cm / 60 kg,Euston Park Bowmen / Leamington Spa Archery Society,,,,,,
Competed in Olympic Games,Female,Angela•Goodall (-Oakley),Angela•Goodall,"29 August 1961 in Glasgow, Scotland (GBR)",,Great Britain,541,167 cm / 62 kg,Bangor & District Archery Club,,,,,,
Competed in Olympic Games,Female,Christine•Harris,Christine•Harris,14 January 1956,,Great Britain,542,168 cm / 63 kg,,,,,,,
Competed in Olympic Games,Female,Sylvia•Harris,Sylvia•Harris,"17 March 1965 in Chorley, England (GBR)",,Great Britain,543,175 cm / 66 kg,Dunlop and Angier,,,,,,
Competed in Olympic Games,Female,"Beatrice Geraldine•Hill-Lowe (Ruxton-, -Thompson)",Beatrice•Hill-Lowe,"26 January 1868 in Ardee, Louth (IRL)","2 July 1951 in Tenby, Wales (GBR)",Great Britain,544,,"Archers of the Teme, Ludlow (GBR)",,,,Ireland,,
Competed in Olympic Games,Female,Dora•Honnywill (Neve-),Dora•Honnywill,"17 December 1870 in Benenden, England (GBR)","18 March 1959 in Maidstone, England (GBR)",Great Britain,545,,"Archers of the Weald, (GBR)",,,,,,
